,Gender,IsLocal,IsPartnerEmployee,IsFriendPromo,HasPhone,ContractType,IsVisitingGroup,MemberAge,AvgOverdueCosts,NumMonthsContractEnd,Tenure,OvrClassFreq,AvgClassFreqCurrentMonth,IsChurned,AgeGroup,TenureGroup
1077,Male,Yes,No,No,No,Monthly,Yes,31.0,342.1125579154743,1,10,1.7345026176811893,1.7882945702554656,No,29-32,8-15
1078,Male,Yes,No,No,Yes,Monthly,No,27.0,24.553944989375186,1,4,1.3905347332049178,0.9794450922095258,Yes,25-28,0-7
1079,Female,Yes,Yes,Yes,Yes,Annually,Yes,32.0,32.30660714063879,12,14,2.4237991514872568,2.462410228521233,No,29-32,8-15
1080,Male,Yes,No,No,Yes,Monthly,No,26.0,404.786207360004,1,7,3.1250385316340923,3.158201540168548,No,25-28,0-7
1081,Male,Yes,Yes,No,Yes,Semi-Annually,No,27.0,98.08747900238627,6,2,3.057608260919769,3.0339440280814856,No,25-28,0-7
1082,Female,No,No,No,Yes,Monthly,No,32.0,59.42079881396981,1,1,0.0853871397654599,0.4844183282922763,Yes,29-32,0-7
1083,Female,Yes,Yes,Yes,Yes,Annually,Yes,30.0,148.80542031488267,12,3,1.3912924892057594,1.5274382355958918,No,29-32,0-7
1084,Female,Yes,Yes,Yes,No,Annually,No,23.0,198.5053305792081,10,8,0.6276171086910429,0.6128310414246689,No,21-24,8-15
1085,Male,Yes,No,No,Yes,Monthly,Yes,32.0,23.459007986429445,1,0,3.0267857468501167,2.8562124013227304,No,29-32,0-7
1086,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,318.834106754099,8,14,3.167324540739441,3.091391909714281,No,29-32,8-15
1087,Male,Yes,No,No,Yes,Semi-Annually,No,22.0,162.446887825788,5,0,1.3267908681797365,0.125039227847763,Yes,21-24,0-7
1088,Female,Yes,No,No,Yes,Monthly,Yes,33.0,273.04247233402725,1,5,2.3673800460913665,2.2389791935970726,No,33-37,0-7
1089,Male,Yes,Yes,Yes,Yes,Annually,Yes,32.0,173.9153488556863,10,1,1.309502186063776,1.26571094768532,No,29-32,0-7
1090,Female,Yes,Yes,No,Yes,Monthly,Yes,29.0,98.96024723841973,1,22,0.4471168292833034,0.5670832966618,No,29-32,16-23
1091,Female,Yes,No,No,Yes,Monthly,No,36.0,303.639940285414,1,5,2.057776053510577,2.0685895895052813,No,33-37,0-7
1092,Female,Yes,Yes,Yes,Yes,Monthly,No,33.0,151.8162908172245,1,3,1.4823346820701109,1.4291650479649167,No,33-37,0-7
1093,Male,Yes,Yes,No,Yes,Semi-Annually,No,23.0,261.36063504950585,6,3,3.2783240058020384,3.320996470074121,No,21-24,0-7
1094,Male,Yes,Yes,No,Yes,Monthly,No,25.0,296.14637812936434,1,0,2.0708385926142143,1.0903656225663312,Yes,25-28,0-7
1095,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,30.0,342.37483835227937,6,2,2.3382647771431344,2.3621913133736814,No,29-32,0-7
1096,Female,Yes,Yes,Yes,Yes,Monthly,Yes,29.0,233.53801379705024,1,1,2.2332533973648614,2.1290146870422344,No,29-32,0-7
1097,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,25.0,110.2317124845241,6,0,0.7862011179185837,0.8085605715072275,Yes,25-28,0-7
1098,Female,Yes,Yes,Yes,Yes,Monthly,Yes,35.0,32.68330832271645,1,3,2.7568657941135046,2.9202383921795265,No,33-37,0-7
1099,Male,Yes,No,No,Yes,Annually,No,30.0,70.03765493162818,8,10,0.968884444677478,0.9593346484596834,No,29-32,8-15
1100,Male,Yes,No,Yes,Yes,Annually,No,29.0,38.993561688579184,10,9,0.0601244587849647,0.0137878683240488,No,29-32,8-15
1101,Male,Yes,Yes,Yes,Yes,Annually,No,29.0,110.84296759529934,10,2,1.4183257005754366,1.36257481837677,No,29-32,0-7
1102,Female,No,Yes,Yes,Yes,Monthly,No,32.0,124.09675827729544,1,1,2.8687055499713168,2.9922093463919004,No,29-32,0-7
1103,Female,Yes,No,No,Yes,Monthly,Yes,26.0,1.2504126831117477,1,3,1.903782144951612,1.8052061891856463,No,25-28,0-7
1104,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,25.0,217.9471036856032,5,6,2.081984992325878,2.19495932750472,No,25-28,0-7
1105,Male,No,Yes,No,Yes,Monthly,No,28.0,86.9531999151943,1,2,2.6629012699328847,2.5326252440647807,No,25-28,0-7
1106,Female,Yes,No,No,Yes,Annually,Yes,35.0,151.39247428423928,12,2,2.488619422420064,2.4329310101507446,No,33-37,0-7
1107,Male,No,No,No,Yes,Monthly,No,25.0,138.3631408850736,1,2,0.5485406910007828,0.0,Yes,25-28,0-7
1108,Female,Yes,Yes,No,Yes,Monthly,Yes,29.0,115.66246675795324,1,1,1.4565365559919126,1.3455851861002277,Yes,29-32,0-7
1109,Female,Yes,No,No,Yes,Annually,No,29.0,231.7482401016552,8,1,3.1322112354139167,3.1742942195542385,No,29-32,0-7
1110,Male,Yes,Yes,Yes,Yes,Annually,Yes,34.0,216.14350612220767,12,3,2.212150053975744,2.1648813642734965,No,33-37,0-7
1111,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,24.0,65.20237982368145,4,2,0.8534260460089717,0.6029947431841254,Yes,21-24,0-7
1112,Female,No,Yes,No,Yes,Monthly,No,31.0,220.68001255571576,1,7,2.5829300609405816,2.530401047600035,No,29-32,0-7
1113,Female,Yes,No,No,Yes,Semi-Annually,No,26.0,8.649808932194361,6,16,0.1644185629869836,0.1204634919774526,No,25-28,16-23
1114,Female,Yes,Yes,No,Yes,Annually,Yes,33.0,200.0715419292381,12,4,3.379991155825744,3.3984920439590605,No,33-37,0-7
1115,Male,Yes,Yes,Yes,Yes,Monthly,No,33.0,34.45225238463675,1,1,0.9134695605776092,1.268163265747049,Yes,33-37,0-7
1116,Female,No,No,No,Yes,Monthly,No,29.0,133.54075054249594,1,2,1.922427907516532,1.5308760913577548,Yes,29-32,0-7
1117,Female,No,No,No,Yes,Monthly,No,30.0,133.64010757248352,1,0,1.0238152021097358,0.6446098718764732,Yes,29-32,0-7
1118,Male,Yes,No,No,Yes,Monthly,No,30.0,41.76716433900015,1,1,1.523789825388265,1.3923514994908894,Yes,29-32,0-7
1119,Male,Yes,No,Yes,Yes,Monthly,Yes,29.0,234.92949121547,1,6,1.4162968019468154,1.514682253130104,No,29-32,0-7
1120,Female,Yes,Yes,Yes,Yes,Monthly,No,32.0,236.06497932875297,1,4,1.8609420712940463,1.7772646165283132,No,29-32,0-7
1121,Male,Yes,No,Yes,Yes,Semi-Annually,No,30.0,206.14409813231973,6,0,0.8662174692153612,0.0705522308485679,Yes,29-32,0-7
1122,Female,No,No,No,Yes,Monthly,No,25.0,154.01048214668958,1,5,2.961949296773777,2.8907845344256864,No,25-28,0-7
1123,Male,Yes,Yes,Yes,Yes,Annually,No,28.0,281.6881936454972,12,1,0.634576287238487,0.5293061697812009,No,25-28,0-7
1124,Female,Yes,No,No,Yes,Annually,Yes,25.0,404.4406413936107,11,8,0.5031504696905602,0.4585673964775591,No,25-28,8-15
1125,Male,Yes,Yes,Yes,Yes,Annually,No,34.0,242.60631069094487,12,9,0.4856367570956743,0.5922316558318648,No,33-37,8-15
1126,Female,Yes,Yes,No,Yes,Annually,Yes,27.0,322.52535973748445,11,3,1.3781247742298972,1.4275735489438726,No,25-28,0-7
1127,Female,Yes,Yes,Yes,Yes,Annually,No,24.0,52.680412367552464,12,1,1.8327386840382744,1.0268850123014692,Yes,21-24,0-7
1128,Male,Yes,No,No,Yes,Monthly,No,30.0,54.02212564226403,1,1,1.6924265915198804,0.7884585809527436,Yes,29-32,0-7
1129,Female,Yes,Yes,No,Yes,Annually,No,34.0,256.6131476906929,9,4,1.6142134970538895,1.6722717142471004,No,33-37,0-7
1130,Male,Yes,No,No,Yes,Semi-Annually,Yes,28.0,57.888076968277474,6,2,2.6002709785965807,2.6346987456600184,No,25-28,0-7
1131,Female,No,Yes,No,Yes,Semi-Annually,No,29.0,136.89662887946594,6,1,2.041550150198887,2.1786105972966245,No,29-32,0-7
1132,Male,Yes,No,No,Yes,Annually,No,31.0,93.45677599140572,6,8,2.683689881313718,2.552564157297582,No,29-32,8-15
1133,Female,Yes,Yes,No,Yes,Monthly,Yes,23.0,192.55979696095767,1,1,1.1109253869761788,0.8416671709692155,Yes,21-24,0-7
1134,Female,Yes,Yes,Yes,No,Semi-Annually,Yes,31.0,190.7688257580167,6,1,0.4411266399399114,0.3443413925490028,No,29-32,0-7
1135,Female,Yes,No,Yes,Yes,Monthly,Yes,31.0,219.9582239556895,1,1,1.4862996622173292,0.7087392762213696,Yes,29-32,0-7
1136,Female,Yes,Yes,Yes,Yes,Annually,Yes,26.0,21.18099992408479,8,4,1.6083794637060016,1.6526580177955472,No,25-28,0-7
1137,Male,Yes,No,No,Yes,Monthly,No,29.0,33.556873621556136,1,17,3.842245248843845,3.8099228334665054,No,29-32,16-23
1138,Female,Yes,Yes,No,Yes,Monthly,No,30.0,162.529379167893,1,6,2.431572680483606,2.3903497652732755,No,29-32,0-7
1139,Male,Yes,No,Yes,Yes,Monthly,Yes,29.0,92.4380433773088,1,9,1.7557933838477666,1.5900285213153431,No,29-32,8-15
1140,Male,Yes,No,No,Yes,Monthly,Yes,24.0,54.87599574401395,1,1,2.280225176646567,1.0669960559926168,Yes,21-24,0-7
1141,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,28.0,106.11982361962556,6,7,3.2455940779059884,3.426624587962169,No,25-28,0-7
1142,Male,Yes,No,No,Yes,Monthly,Yes,24.0,212.0934486227341,1,0,2.0957687452989933,1.4823200238809664,Yes,21-24,0-7
1143,Male,No,No,No,Yes,Semi-Annually,No,32.0,78.88002763960036,6,3,0.4701699940439074,0.3775697076336383,No,29-32,0-7
1144,Female,No,No,No,Yes,Annually,No,29.0,260.339080560042,12,7,0.9683855176743852,0.9334810357139508,No,29-32,0-7
1145,Female,Yes,No,No,Yes,Monthly,Yes,27.0,229.32191229233285,1,4,1.7635021331089384,1.848362815236952,No,25-28,0-7
1146,Male,Yes,No,No,Yes,Monthly,No,30.0,101.63924616570227,1,6,0.4886646772097312,0.3915967642687319,No,29-32,0-7
1147,Female,No,No,No,Yes,Monthly,Yes,33.0,245.0617577538123,1,8,1.6914216907847293,1.579533775197116,No,33-37,8-15
1148,Female,Yes,Yes,No,Yes,Annually,Yes,28.0,288.9494449819,11,3,2.8480709224659098,2.806415628177291,No,25-28,0-7
1149,Male,Yes,No,Yes,Yes,Monthly,No,27.0,264.5228471026611,1,0,1.0298193660974189,1.1096359561813265,No,25-28,0-7
1150,Female,Yes,No,No,Yes,Monthly,No,27.0,93.00636502945773,1,1,1.7778510946045814,2.3472468835139475,Yes,25-28,0-7
1151,Female,Yes,Yes,Yes,Yes,Annually,Yes,29.0,257.9390310224524,11,5,1.9025820271510323,1.789563381563502,No,29-32,0-7
1152,Female,Yes,No,No,Yes,Monthly,Yes,34.0,30.267737263205856,1,3,3.4286611317887874,3.5677764555258222,No,33-37,0-7
1153,Male,Yes,Yes,No,Yes,Annually,Yes,31.0,104.65967974355024,10,4,0.8900949960456463,0.8709604767005522,No,29-32,0-7
1154,Female,Yes,Yes,No,Yes,Monthly,No,29.0,78.29036900582152,1,9,2.483801658860884,2.475648165780296,No,29-32,8-15
1155,Female,Yes,Yes,No,Yes,Semi-Annually,No,27.0,179.960363089071,6,5,4.1216676934414265,4.181416711335984,No,25-28,0-7
1156,Female,Yes,Yes,No,Yes,Semi-Annually,No,30.0,212.24770454816257,6,3,0.6345978194894437,0.6810576763232825,No,29-32,0-7
1157,Male,No,Yes,No,Yes,Monthly,No,26.0,98.61884045254948,1,1,1.0385601392418258,0.8037300492436201,No,25-28,0-7
1158,Female,Yes,No,No,Yes,Semi-Annually,Yes,28.0,32.771326855088304,6,4,0.589294948321677,0.5868404281503887,No,25-28,0-7
1159,Female,Yes,No,No,Yes,Semi-Annually,Yes,31.0,189.1620756846305,4,5,3.0702358870218736,3.1000856085093904,No,29-32,0-7
1160,Male,No,No,No,Yes,Monthly,No,25.0,6.251301276126683,1,2,1.8119550662545905,1.4342946654057864,Yes,25-28,0-7
1161,Female,Yes,Yes,Yes,Yes,Annually,No,31.0,183.34002886507847,11,8,3.59050531834263,3.4736797557891186,No,29-32,8-15
1162,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,29.0,186.90476733130515,5,9,1.3657236227292238,1.3346114582630828,No,29-32,8-15
1163,Male,Yes,Yes,No,Yes,Annually,Yes,28.0,21.945122991427468,12,3,0.0,0.0209663261354782,No,25-28,0-7
1164,Female,Yes,Yes,Yes,Yes,Monthly,Yes,30.0,203.43383424053764,1,5,1.2135349570011509,1.3189865379535273,No,29-32,0-7
1165,Male,Yes,Yes,Yes,Yes,Annually,No,27.0,192.1285987314394,10,4,1.1834441685194843,1.2257385716346785,No,25-28,0-7
1166,Male,Yes,No,No,Yes,Semi-Annually,Yes,29.0,397.2733580201801,6,5,2.4534162551702794,2.5027792115717737,No,29-32,0-7
1167,Male,Yes,No,No,Yes,Monthly,Yes,26.0,162.15735773418845,1,6,0.9919424014168552,1.0136704600187774,No,25-28,0-7
1168,Female,No,No,No,Yes,Monthly,No,26.0,115.35988314407842,1,1,2.819232469987389,2.3760441119145965,Yes,25-28,0-7
1169,Female,No,No,No,Yes,Monthly,No,31.0,410.7567326012808,1,3,2.401838382166592,2.4734040134288606,No,29-32,0-7
1170,Female,Yes,Yes,No,No,Semi-Annually,Yes,24.0,88.30096700922064,6,2,1.481319646189481,0.8939673602897964,Yes,21-24,0-7
1171,Male,No,Yes,No,Yes,Monthly,No,27.0,16.561641365032358,1,0,1.9638946414522347,1.4310734805633492,Yes,25-28,0-7
1172,Male,Yes,No,No,Yes,Monthly,Yes,26.0,225.08350121778489,1,11,1.3414317854416486,1.3109748096806588,No,25-28,8-15
1173,Male,Yes,Yes,Yes,Yes,Annually,Yes,30.0,89.49282081156687,12,3,1.47375508079172,1.3761069793958474,No,29-32,0-7
1174,Male,No,Yes,No,Yes,Semi-Annually,Yes,30.0,256.9592267483916,6,18,0.2203540891339952,0.3146932624717869,No,29-32,16-23
1175,Male,Yes,No,No,No,Annually,No,27.0,241.3737921378424,10,2,2.593013189595311,2.7732476829798616,No,25-28,0-7
1176,Female,Yes,Yes,No,No,Annually,Yes,24.0,34.17904856266324,7,2,3.0281652266324617,3.0906783003707523,No,21-24,0-7
1177,Female,Yes,No,No,Yes,Monthly,No,31.0,66.32918998205136,1,1,1.064835069616445,0.7527307808037589,Yes,29-32,0-7
1178,Female,Yes,No,No,Yes,Monthly,No,26.0,306.9169295685318,1,1,0.6719133656188104,1.14086844776422,Yes,25-28,0-7
1179,Female,No,No,No,Yes,Monthly,No,30.0,200.0683747561077,1,1,1.3778923724486294,1.5097091510030596,No,29-32,0-7
1180,Male,Yes,Yes,Yes,Yes,Monthly,No,30.0,232.30950348664672,1,3,0.938671800933004,0.8889955061600215,No,29-32,0-7
1181,Female,Yes,No,Yes,No,Monthly,Yes,34.0,9.246232215860276,1,4,2.645274876106268,2.48241093971496,No,33-37,0-7
1182,Female,Yes,Yes,No,Yes,Annually,No,32.0,83.1793770663648,12,6,3.344104196150365,3.4062887814422567,No,29-32,0-7
1183,Female,Yes,No,No,Yes,Monthly,No,31.0,28.2538107499226,1,0,2.7354462828568,2.3326125564676423,Yes,29-32,0-7
1184,Female,No,No,No,Yes,Monthly,No,29.0,15.406299803233972,1,4,0.6472848075144098,0.7682451147261415,No,29-32,0-7
1185,Male,Yes,No,No,Yes,Monthly,Yes,31.0,169.87085443385564,1,2,1.2146570490602786,0.9110895377051718,Yes,29-32,0-7
1186,Male,Yes,No,No,Yes,Monthly,No,27.0,248.49585824104844,1,1,1.9116227182299528,1.6706967838975395,Yes,25-28,0-7
1187,Female,Yes,Yes,No,Yes,Annually,Yes,28.0,134.52334104202828,9,6,2.4610513311491067,2.5036422571760686,No,25-28,0-7
1188,Female,Yes,No,Yes,No,Monthly,Yes,29.0,215.42328686736528,1,6,1.4706850386024573,1.3892922057372306,No,29-32,0-7
1189,Male,Yes,No,No,No,Monthly,Yes,31.0,271.6880871724237,1,1,0.7465827227083921,0.6429231841389637,No,29-32,0-7
1190,Female,Yes,Yes,Yes,Yes,Annually,No,30.0,157.80751635933711,11,11,1.8470226167508363,1.8717772266031805,No,29-32,8-15
1191,Male,Yes,Yes,No,Yes,Monthly,No,27.0,114.50303274663484,1,8,1.18848671654958,1.0708770100677,No,25-28,8-15
1192,Male,Yes,No,No,Yes,Monthly,Yes,28.0,122.94100773483233,1,1,0.6542216326389538,0.7478974372107179,No,25-28,0-7
1193,Male,Yes,No,No,No,Semi-Annually,No,29.0,220.2588752710884,6,12,0.0,0.0,No,29-32,8-15
1194,Male,Yes,No,No,Yes,Semi-Annually,No,30.0,143.4310241763394,6,4,2.1941894079230315,2.3071593875380154,No,29-32,0-7
1195,Male,Yes,No,No,Yes,Semi-Annually,No,33.0,173.46431196182837,3,5,3.994193536516807,4.014588916381742,No,33-37,0-7
1196,Female,Yes,No,No,Yes,Monthly,No,24.0,97.77420753134516,1,0,1.3768392495113266,1.005033269865622,Yes,21-24,0-7
1197,Male,Yes,Yes,Yes,No,Annually,No,28.0,64.69514357472053,12,8,0.0,0.0732759271825014,No,25-28,8-15
1198,Female,Yes,No,No,Yes,Semi-Annually,No,30.0,183.96425839724049,6,10,3.2560090467365854,3.3414204263836966,No,29-32,8-15
1199,Male,Yes,Yes,No,No,Semi-Annually,Yes,22.0,273.4794738378807,5,2,1.0526731310385735,1.0255945588019135,No,21-24,0-7
1200,Female,Yes,Yes,Yes,Yes,Monthly,Yes,36.0,78.46223414529717,1,1,1.5671240332054368,1.6747948690570853,No,33-37,0-7
1201,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,31.0,67.46550769134008,6,4,3.4570468865771136,3.362500675166262,No,29-32,0-7
1202,Male,Yes,Yes,Yes,Yes,Monthly,Yes,28.0,201.5399921779541,1,5,2.8201630899898995,2.921701289401171,No,25-28,0-7
1203,Female,Yes,Yes,No,Yes,Annually,No,37.0,157.5010371363151,12,3,3.682756772818398,3.6184065840632336,No,33-37,0-7
1204,Male,No,Yes,No,Yes,Monthly,No,24.0,127.14208323258816,1,0,2.289697311425879,1.7019655630417705,Yes,21-24,0-7
1205,Female,No,Yes,No,Yes,Semi-Annually,No,35.0,127.13042500409536,3,1,0.7477535901455203,0.8617427211748028,No,33-37,0-7
1206,Female,No,No,No,Yes,Semi-Annually,Yes,25.0,78.79688871303782,6,0,1.6631052697895206,1.6275754124466584,Yes,25-28,0-7
1207,Male,Yes,No,No,Yes,Monthly,Yes,27.0,7.817684752563963,1,1,1.712815009406133,1.309882089329521,Yes,25-28,0-7
1208,Female,Yes,No,No,Yes,Annually,Yes,36.0,179.94002230661968,12,7,1.9967168944091027,2.0116023003922963,No,33-37,0-7
1209,Male,Yes,Yes,No,Yes,Semi-Annually,No,31.0,278.86798437981287,6,8,0.2991567064165284,0.1978885769069305,No,29-32,8-15
1210,Female,Yes,No,Yes,Yes,Monthly,No,26.0,229.1575577760353,1,1,2.0286970930472386,2.607832751381053,Yes,25-28,0-7
1211,Female,Yes,No,No,Yes,Semi-Annually,Yes,28.0,365.3788690145428,3,2,2.1083353142174297,2.1447338799657456,No,25-28,0-7
1212,Female,Yes,No,No,No,Monthly,No,26.0,118.17365932642504,1,3,3.900935818538316,4.036181968272859,No,25-28,0-7
1213,Male,Yes,No,Yes,Yes,Annually,No,30.0,262.7596082487759,12,1,3.5553068536629486,3.6528841412075015,No,29-32,0-7
1214,Female,Yes,No,No,No,Monthly,No,30.0,384.371001367242,1,7,0.0027603929467316,0.0,No,29-32,0-7
1215,Female,No,No,Yes,Yes,Monthly,No,27.0,210.8810224329303,1,2,1.3501536578424025,0.5587448255093692,Yes,25-28,0-7
1216,Male,No,No,No,Yes,Monthly,No,27.0,106.52534995462612,1,1,0.8402044635413364,0.6164043989322735,Yes,25-28,0-7
1217,Male,No,No,No,Yes,Monthly,No,34.0,226.3665918671137,1,6,3.215906714889296,3.2488859487010093,No,33-37,0-7
1218,Male,No,No,No,Yes,Annually,Yes,28.0,108.65728786454488,12,6,1.0323280706196725,1.0082858490735669,No,25-28,0-7
1219,Female,Yes,Yes,No,Yes,Annually,No,34.0,89.77571227781124,11,3,1.1407393706126014,1.0711848399727144,No,33-37,0-7
1220,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,32.0,67.50715044199237,6,2,1.0535875415255729,0.9357475928374004,No,29-32,0-7
1221,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,33.0,273.9237308099248,3,12,1.3741732936172522,1.3650743004080923,No,33-37,8-15
1222,Male,Yes,Yes,Yes,No,Monthly,Yes,28.0,169.40082006091228,1,0,1.5999045840342836,1.373671403282156,Yes,25-28,0-7
1223,Male,Yes,No,No,Yes,Monthly,No,31.0,62.0831491313615,1,7,2.275700396683612,2.4987066783157803,No,29-32,0-7
1224,Male,Yes,No,No,Yes,Monthly,Yes,31.0,281.63434495095805,1,0,2.2842606265754624,2.1845274785319906,Yes,29-32,0-7
1225,Female,Yes,No,No,Yes,Annually,No,28.0,252.9880351882352,12,13,1.7882478537531277,1.7205740121505038,No,25-28,8-15
1226,Male,Yes,Yes,Yes,Yes,Annually,Yes,30.0,53.25877946726062,12,6,1.4323025445103017,1.4878837258060484,No,29-32,0-7
1227,Male,Yes,No,No,No,Semi-Annually,No,27.0,107.28662568868673,6,8,3.495074929060352,3.5170201791705686,No,25-28,8-15
1228,Male,Yes,Yes,Yes,Yes,Annually,No,32.0,107.25808055608056,12,1,2.2226200918726207,2.2604981337715047,No,29-32,0-7
1229,Male,Yes,Yes,No,Yes,Annually,Yes,35.0,71.6408493385112,11,0,1.5510656628120147,1.4669896281486037,No,33-37,0-7
1230,Male,Yes,No,No,Yes,Monthly,No,27.0,89.08346726857978,1,1,1.0395387193927803,0.1055940201551037,Yes,25-28,0-7
1231,Female,Yes,No,No,No,Semi-Annually,No,30.0,196.21499654767703,6,4,1.969049063588736,2.0233799068234206,No,29-32,0-7
1232,Female,Yes,No,No,Yes,Monthly,Yes,26.0,188.0601944443125,1,2,1.1009233197804975,0.7897721431311342,Yes,25-28,0-7
1233,Male,Yes,Yes,Yes,Yes,Annually,No,31.0,79.94152653190295,10,4,1.7488926557961644,1.8280643775967964,No,29-32,0-7
1234,Female,Yes,Yes,No,Yes,Annually,Yes,31.0,61.27146082759412,12,5,1.235990563698333,1.2626630633055909,No,29-32,0-7
1235,Female,No,No,No,No,Monthly,No,33.0,141.41187728644113,1,5,1.6940658154673374,1.6404944200913902,No,33-37,0-7
1236,Male,Yes,No,No,Yes,Semi-Annually,Yes,32.0,55.80011747764373,6,2,0.7132177041507717,0.8661419913020734,No,29-32,0-7
1237,Female,Yes,Yes,No,Yes,Semi-Annually,No,28.0,66.45914022410912,6,4,2.9719019973295806,2.924220125389488,No,25-28,0-7
1238,Female,Yes,Yes,No,Yes,Annually,Yes,34.0,253.59176843760457,12,20,2.7778468483662904,2.8797881866244373,No,33-37,16-23
1239,Male,No,No,No,No,Monthly,No,26.0,150.43228473452672,1,2,2.6982175111333246,1.849892690370612,Yes,25-28,0-7
1240,Female,Yes,Yes,Yes,Yes,Monthly,Yes,29.0,14.961867364790123,1,0,1.1060383718048277,0.6386804940346911,Yes,29-32,0-7
1241,Female,Yes,No,No,Yes,Monthly,No,27.0,19.09303526925716,1,2,1.0738754982240892,1.3008983327812869,Yes,25-28,0-7
1242,Female,Yes,No,No,No,Monthly,Yes,28.0,253.95431609740317,1,2,1.1807487194918975,0.5738182854553214,Yes,25-28,0-7
1243,Female,Yes,No,No,Yes,Monthly,No,37.0,53.54015301853578,1,5,2.8217208514793586,2.7862751358545923,No,,0-7
1244,Male,Yes,No,No,Yes,Annually,No,31.0,196.62658856343973,12,2,2.2074322250187497,2.26593957960146,No,29-32,0-7
1245,Female,No,No,No,Yes,Monthly,No,23.0,103.93075384201325,1,1,1.189314707821702,0.887563135008222,Yes,21-24,0-7
1246,Male,Yes,Yes,Yes,Yes,Monthly,No,25.0,190.70368596177624,1,9,1.0109361574240947,1.0264929342872062,No,25-28,8-15
1247,Male,Yes,Yes,Yes,Yes,Annually,No,37.0,337.05510144541785,12,6,1.5951390153339573,1.707451594855549,No,33-37,0-7
1248,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,26.0,23.267527321526604,6,4,2.1628889567329144,2.1633004097179924,No,25-28,0-7
1249,Male,Yes,Yes,Yes,Yes,Annually,No,32.0,334.03997528286106,12,8,0.1439864977897345,0.2143245895925943,No,29-32,8-15
1250,Female,Yes,No,No,Yes,Monthly,No,29.0,131.40102993017825,1,16,0.2742070317513783,0.2712492233160651,No,29-32,16-23
1251,Male,Yes,Yes,Yes,Yes,Annually,No,26.0,310.3287664322788,12,11,2.04788358603131,1.9578539420713323,No,25-28,8-15
1252,Female,Yes,Yes,Yes,Yes,Annually,Yes,25.0,4.292018289878996,12,4,1.949101965587732,1.843512054538932,No,25-28,0-7
1253,Male,Yes,No,No,Yes,Semi-Annually,No,30.0,99.29013227498464,6,14,1.6999066430100769,1.5849080889305978,No,29-32,8-15
1254,Male,Yes,No,No,No,Monthly,No,28.0,138.60822131064018,1,0,0.0,0.0,Yes,25-28,0-7
1255,Female,Yes,Yes,Yes,Yes,Annually,Yes,24.0,34.17859465174513,12,1,2.0846854140377373,2.2648159212134247,No,21-24,0-7
1256,Male,Yes,No,Yes,Yes,Monthly,No,30.0,171.53894824936478,1,1,1.8970492615713432,1.7111613327981918,Yes,29-32,0-7
1257,Male,No,Yes,No,Yes,Semi-Annually,No,35.0,159.49152619401286,6,2,3.316785876930532,3.2669595725532923,No,33-37,0-7
1258,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,31.0,333.4039369111453,6,9,2.6735758715666043,2.7483038864360894,No,29-32,8-15
1259,Female,Yes,No,No,Yes,Monthly,No,27.0,188.7131263751387,1,0,0.4853145589567762,0.5053360933281128,Yes,25-28,0-7
1260,Female,Yes,Yes,No,Yes,Semi-Annually,No,28.0,53.653552646241465,6,4,1.7173370079309034,1.6127093031626067,No,25-28,0-7
1261,Female,Yes,Yes,Yes,Yes,Monthly,No,28.0,143.60948253146313,1,2,0.5852437625338065,0.1115157577036428,Yes,25-28,0-7
1262,Male,Yes,Yes,No,Yes,Monthly,No,27.0,60.01384641361707,1,19,1.9893814533993788,1.915779588456212,No,25-28,16-23
1263,Male,Yes,Yes,Yes,Yes,Monthly,Yes,27.0,71.1967870454408,1,1,3.463376997120207,3.406710868724544,No,25-28,0-7
1264,Male,Yes,No,No,Yes,Monthly,Yes,29.0,71.52352225319638,1,1,2.7297425653150804,2.7538854178570107,No,29-32,0-7
1265,Female,Yes,No,No,Yes,Semi-Annually,No,31.0,356.5229670988668,3,2,0.0998659390902994,0.2029792708239265,No,29-32,0-7
1266,Female,No,No,No,Yes,Monthly,No,28.0,175.04698448715305,1,1,1.1405365459295649,0.6473694503122198,Yes,25-28,0-7
1267,Female,Yes,Yes,No,Yes,Monthly,No,30.0,149.70690266041834,1,1,1.7560461948770496,2.2401883922190646,Yes,29-32,0-7
1268,Female,Yes,No,Yes,Yes,Monthly,No,29.0,158.9818636939597,1,2,1.775618070325337,0.7054100718276812,Yes,29-32,0-7
1269,Male,No,Yes,No,Yes,Monthly,Yes,32.0,200.5645408355004,1,3,2.049957210346548,2.2191563565482206,No,29-32,0-7
1270,Male,No,Yes,No,Yes,Monthly,No,26.0,187.1627542353601,1,1,1.3215207670517022,0.6517556591068929,Yes,25-28,0-7
1271,Female,No,Yes,No,Yes,Annually,No,34.0,266.9431637958427,12,3,2.0477960823923347,2.204975330881024,No,33-37,0-7
